데뷔년도,연도,평균자책점,경기,승리,패배,세이브,홀드,승률,이닝,피안타,홈런,볼넷,사구,삼진,실점,자책점,이닝당_출루허용률,완투,완봉,퀄리티스타트,블론세이브,타자수,투구수,피안타율,2루타,3루타,희생번트,희생플라이,고의4구,폭투,보크,선발,선발승,구원승,종료,세이브기회,터프세이브,병살타,땅볼,뜬공,인플레이타구타율,투구수/경기,투구수/이닝,9이닝당 삼진,9이닝당 볼넷,피출루율,피장타율,피OPS,경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),수비율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적이닝,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대
1992,2005,4.82,25,9,3,0,0,0.75,115.66666666666669,124,14,26,6,56,70,62,1.3,0,0,7,0,495,1888,0.275,22,4,5,7,0,1,0,25,9,0,0,0,0,10,133,145,0.284,75.5,16.3,4.36,2.02,0.318,0.435,0.753,25,25,115.66666666666669,1,0,8,14,0,0.957,25000,1.611,0,0.0974729242,0.694430793,0,447.3333333333333,0.0,1972,3,28,34,0,0,0,0,0,0,0,0,0,1,0
1992,2006,3.93,25,7,13,0,0,0.35,130.66666666666666,142,18,42,5,62,68,57,1.41,0,0,6,0,563,2113,0.284,16,2,12,4,0,6,1,24,7,0,0,0,0,11,160,140,0.292,84.5,16.2,4.27,2.89,0.343,0.432,0.775,25,24,130.66666666666666,0,0,6,20,1,1.0,25000,0.944,0,0.131487889,0.825918682,0,578.0,0.0,1972,3,28,35,0,0,0,0,0,0,0,0,0,1,0
1992,2007,2.9,26,12,5,0,0,0.706,155.33333333333334,155,11,32,8,66,58,50,1.2,1,1,15,0,638,2313,0.268,29,0,11,8,1,3,1,26,12,0,1,0,0,13,205,161,0.282,89.0,14.9,3.82,1.85,0.311,0.375,0.686,26,26,155.33333333333334,2,0,12,23,0,0.946,26000,4.102,0,0.263868066,1.089786748,0,733.3333333333334,0.0,1972,3,28,36,0,0,0,0,0,0,0,0,0,1,0
1992,2008,5.23,25,6,10,0,0,0.375,127.33333333333331,144,13,40,5,56,78,74,1.45,0,0,8,0,554,2023,0.294,19,3,14,5,0,3,0,25,6,0,0,0,0,10,140,154,0.308,80.9,15.9,3.96,2.83,0.351,0.425,0.776,25,25,127.33333333333331,0,0,8,21,0,1.0,26000,1.326,0,0.055406613,1.145193361,0,860.6666666666667,0.0,1972,3,28,37,0,0,0,0,0,0,0,0,0,1,0
1992,2009,9.87,8,0,6,0,0,0.0,31.0,54,7,18,0,21,36,34,2.32,0,0,0,0,158,583,0.4,7,1,2,3,0,1,0,8,0,0,0,0,0,5,27,36,0.427,72.9,18.8,6.1,5.23,0.462,0.622,1.084,8,8,30.33333333333333,2,0,1,4,2,0.714,21000,-0.428,0,0.101788171,1.246981532,0,891.6666666666667,0.0,1972,3,28,38,0,0,0,0,0,0,0,0,0,1,0
2018,2018,4.35,14,2,1,0,0,0.667,20.666666666666668,19,3,15,3,16,12,10,1.65,0,0,0,0,100,396,0.238,0,0,1,1,0,3,0,2,0,2,5,0,0,1,24,22,0.258,28.3,19.2,6.97,6.53,0.374,0.35,0.724,14,2,20.666666666666668,0,0,1,4,0,1.0,2700,0.245,0,0.0399703923,0.0399703923,0,20.666666666666668,0.0,1999,1,12,20,0,0,1,0,0,0,0,0,0,0,0
2002,2006,3.79,70,2,0,0,19,1.0,40.333333333333336,44,3,14,2,43,18,17,1.44,0,0,0,1,182,767,0.273,9,1,2,3,0,3,0,0,0,2,3,25,0,1,34,43,0.347,11.0,19.0,9.6,3.12,0.333,0.398,0.731,70,0,40.333333333333336,1,0,0,3,0,0.75,2000,0.984,0,0.0328719723,0.0328719723,0,40.333333333333336,0.0,1983,10,11,24,0,0,0,0,0,0,0,0,0,0,1
2002,2007,7.15,45,1,2,0,5,0.333,22.666666666666668,33,1,9,0,14,19,18,1.85,0,0,0,0,105,419,0.347,5,3,1,0,1,0,0,0,0,1,6,7,0,2,22,26,0.4,9.3,18.5,5.56,3.57,0.404,0.495,0.899,45,0,28.666666666666668,0,0,1,3,0,1.0,3700,0.03,0,0.023988006,0.0568599783,0,63.0,0.0,1983,10,11,25,0,0,0,0,0,0,0,0,0,0,1
2002,2008,4.58,40,6,8,0,1,0.429,120.0,132,10,53,5,78,64,61,1.54,1,0,7,1,535,2037,0.284,22,6,8,5,2,6,1,19,5,1,4,4,0,10,137,122,0.32,50.9,17.0,5.85,3.98,0.361,0.422,0.783,40,19,119.33333333333331,0,2,9,25,2,1.0,3700,1.767,0,0.0428954424,0.0997554207,0,183.0,0.0,1983,10,11,26,0,0,0,0,0,0,0,0,1,0,0
2002,2009,4.18,30,13,10,0,0,0.565,170.0,161,25,66,5,120,84,79,1.34,0,0,16,0,716,2815,0.253,27,1,7,2,1,1,1,29,13,0,1,0,0,18,194,163,0.276,93.8,16.6,6.35,3.49,0.327,0.417,0.744,30,29,170.0,0,1,6,27,2,1.0,7000,3.567,0,0.253094911,0.352850332,0,353.0,0.0,1983,10,11,27,0,0,0,0,0,0,0,0,1,0,0
2002,2010,4.75,46,3,6,2,4,0.333,77.66666666666667,80,8,25,3,50,45,41,1.35,0,0,2,0,327,1300,0.276,20,0,7,2,0,0,0,11,2,1,7,7,0,8,83,79,0.308,28.3,16.7,5.79,2.9,0.338,0.428,0.766,46,11,77.66666666666667,0,1,4,18,0,1.0,14000,1.19,0,0.155844156,0.508694488,0,430.6666666666667,0.0,1983,10,11,28,0,0,0,0,0,1,0,0,0,0,0
2002,2011,4.82,50,3,5,4,6,0.375,74.66666666666667,85,8,26,5,50,43,40,1.49,0,0,0,1,325,1216,0.298,13,4,7,2,0,4,0,5,2,1,10,13,1,10,69,83,0.336,24.3,16.3,6.03,3.13,0.365,0.456,0.821,50,5,74.66666666666667,2,2,1,14,0,0.882,11500,0.687,0,0.086529884,0.595224372,0,505.33333333333337,0.0,1983,10,11,29,0,0,0,0,0,1,0,0,0,0,0
2002,2014,5.07,65,3,3,0,15,0.5,55.0,68,2,23,3,39,34,31,1.65,0,0,0,1,259,1002,0.301,12,2,5,2,1,4,1,3,0,3,5,15,0,3,63,58,0.353,15.4,18.2,6.38,3.76,0.37,0.398,0.768,65,3,55.0,0,0,3,9,1,1.0,11000,1.221,0,0.0243809524,0.619605324,0,560.3333333333334,0.0,1983,10,11,32,0,0,0,0,0,1,0,0,0,0,0
2002,2015,2.89,41,3,1,18,2,0.75,46.66666666666666,45,3,10,2,41,16,15,1.18,0,0,0,6,191,679,0.257,9,0,2,2,2,2,0,0,0,3,30,26,4,6,45,46,0.316,16.6,14.6,7.91,1.93,0.302,0.36,0.662,41,0,46.66666666666666,1,0,2,7,1,0.9,40000,2.214,0,0.138492872,0.758098196,1,607.0,0.0,1983,10,11,33,0,0,0,0,0,1,0,0,0,0,0
2002,2016,4.84,56,1,4,25,1,0.2,57.66666666666666,65,8,17,7,41,36,31,1.42,0,0,0,7,260,995,0.283,10,2,3,3,3,2,1,0,0,1,42,34,2,4,71,56,0.31,17.8,17.3,6.4,2.65,0.346,0.448,0.794,56,0,57.66666666666666,0,1,1,11,1,1.0,40000,0.236,0,0.154822335,0.912920531,0,664.6666666666666,0.0,1983,10,11,34,0,0,0,0,0,1,0,0,0,0,0
2002,2017,3.98,57,3,2,5,9,0.6,52.0,62,4,16,4,38,23,23,1.5,0,0,0,7,235,833,0.302,9,2,7,3,3,0,0,0,0,3,14,22,0,1,53,55,0.349,14.6,16.0,6.58,2.77,0.36,0.424,0.784,57,0,52.0,0,0,4,7,0,1.0,90000,1.453,1,0.072555205,0.985475736,0,716.6666666666666,0.0,1983,10,11,35,0,0,0,0,0,1,0,0,0,0,0
2002,2018,4.99,39,1,0,0,6,1.0,30.666666666666668,39,4,14,1,21,18,17,1.73,0,0,0,0,140,514,0.317,9,2,1,1,1,0,0,0,0,1,6,7,0,7,36,28,0.354,13.2,16.8,6.16,4.11,0.388,0.52,0.908,39,0,30.666666666666668,0,0,1,5,1,1.0,90000,0.349,0,0.0251665433,1.010642279,0,747.3333333333333,0.0,1983,10,11,36,0,0,0,0,0,1,0,0,0,0,0
2002,2019,3.0,9,0,1,0,2,0.0,6.0,4,0,0,0,4,2,2,0.67,0,0,0,0,22,81,0.19,1,0,1,0,0,0,0,0,0,0,0,3,0,0,5,8,0.235,9.0,13.5,6.0,0.0,0.19,0.238,0.428,9,0,6.0,0,0,0,1,0,1.0,90000,0.161,0,0.0177960301,1.028438309,0,753.3333333333333,0.0,1983,10,11,37,0,0,0,0,0,1,0,0,0,0,0
2002,2020,5.31,62,2,1,2,10,0.667,42.333333333333336,48,2,21,2,42,27,25,1.63,0,0,0,2,195,783,0.286,9,2,3,1,0,3,1,0,0,2,6,13,0,3,30,49,0.368,12.6,18.5,8.93,4.46,0.37,0.399,0.769,62,0,42.333333333333336,0,0,1,2,0,1.0,40000,0.237,0,0.0276363636,1.056074673,0,795.6666666666666,0.0,1983,10,11,38,0,0,0,0,0,1,0,0,0,0,0
2014,2015,5.06,13,0,0,0,0,0.0,16.0,23,1,12,1,25,13,9,2.19,0,0,0,0,84,351,0.324,3,1,0,0,0,2,0,0,0,0,5,1,0,0,10,13,0.489,27.0,21.9,14.06,6.75,0.429,0.437,0.866,13,0,16.0,0,0,0,2,0,1.0,2700,0.0,0,0.0,0.0,0,16.0,0.0,1995,3,23,21,0,1,0,0,0,0,0,0,0,0,0
2014,2016,6.0,11,0,0,0,0,0.0,12.0,11,2,9,2,12,8,8,1.67,0,0,0,0,57,221,0.239,4,0,0,0,0,1,0,0,0,0,4,0,0,1,11,12,0.281,20.1,18.4,9.0,6.75,0.386,0.457,0.843,11,0,12.0,0,0,0,0,0,0.0,3700,0.0,0,0.0,0.0,0,28.0,0.0,1995,3,23,22,0,1,0,0,0,0,0,0,0,0,0
2014,2020,108.0,1,0,0,0,0,0.0,0.3333333333333333,2,0,2,0,0,4,4,12.0,0,0,0,0,5,31,0.667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.667,31.0,93.0,0.0,54.0,0.8,0.667,1.467,1,0,0.3333333333333333,0,0,0,0,0,0.0,3200,-0.144,0,0.00363636364,0.00363636364,0,28.33333333333333,0.0,1995,3,23,26,0,1,0,0,0,0,0,0,0,0,0
2014,2015,4.5,3,0,0,0,0,0.0,4.0,3,2,1,0,4,3,2,1.0,0,0,0,0,15,65,0.214,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0.125,21.7,16.3,9.0,2.25,0.267,0.714,0.981,3,0,4.0,0,0,0,1,0,1.0,2800,0.027,0,0.103190767,0.103190767,0,4.0,0.0,1994,3,30,22,0,0,0,0,0,0,1,0,0,0,0
2014,2019,3.52,7,0,0,0,0,0.0,7.666666666666667,6,0,5,1,9,3,3,1.43,0,0,0,0,35,143,0.207,2,0,0,0,0,2,0,0,0,0,3,0,0,0,10,4,0.3,20.4,18.7,10.57,5.87,0.343,0.276,0.619,7,0,7.666666666666667,0,0,1,0,0,1.0,2800,0.131,0,0.0109514031,0.11414217,0,11.666666666666668,0.0,1994,3,30,26,0,1,0,0,0,0,0,0,0,0,0
2014,2020,3.09,54,5,1,1,9,0.833,46.66666666666666,38,1,22,1,33,16,16,1.29,0,0,0,1,196,708,0.226,8,1,4,1,1,3,0,0,0,5,5,14,0,3,47,51,0.274,13.1,15.2,6.36,4.24,0.318,0.304,0.622,54,0,46.333333333333336,0,0,5,10,0,1.0,3000,1.805,0,0.0494545455,0.163596716,0,58.33333333333333,0.0,1994,3,30,27,0,1,0,0,0,0,0,0,0,0,0
2002,2006,13.5,3,0,0,0,0,0.0,4.666666666666667,8,1,4,0,2,7,7,2.57,0,0,0,0,27,110,0.348,2,0,0,0,0,2,0,0,0,0,1,0,0,0,4,9,0.35,36.7,23.6,3.86,7.71,0.444,0.565,1.009,3,0,4.666666666666667,0,0,0,0,0,0.0,2000,-0.182,0,0.0,0.0,0,4.666666666666667,0.0,1983,3,8,24,0,0,0,0,0,0,0,0,0,0,1
2002,2008,12.1,6,0,0,0,0,0.0,9.666666666666666,16,2,7,1,4,13,13,2.38,0,0,0,0,53,176,0.356,3,0,0,0,0,1,0,0,0,0,2,0,0,0,14,11,0.359,29.3,18.2,3.72,6.52,0.453,0.556,1.009,6,0,9.666666666666666,0,0,0,0,0,0.0,2000,-0.282,0,0.00536193029,0.00536193029,0,14.333333333333332,0.0,1983,3,8,26,0,0,0,0,0,0,0,0,1,0,0
2016,2017,0.0,1,0,0,0,0,0.0,1.0,1,0,0,0,0,0,0,1.0,0,0,0,0,4,14,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.25,14.0,14.0,0.0,0.0,0.25,0.25,0.5,1,0,1.0,0,0,0,0,0,0.0,2700,0.048,0,0.00315457413,0.00315457413,0,1.0,0.0,1993,1,26,25,0,1,0,0,0,0,0,0,0,0,0
2014,2017,5.4,10,1,0,0,0,1.0,8.333333333333334,10,0,4,2,4,5,5,1.68,0,0,0,0,43,155,0.286,1,0,1,1,0,0,0,0,0,1,1,1,0,0,8,14,0.313,15.5,18.6,4.32,4.32,0.381,0.314,0.695,10,0,8.333333333333334,0,0,0,1,0,1.0,2700,0.128,0,0.00552050473,0.00552050473,0,8.333333333333334,0.0,1991,10,10,27,0,0,0,0,0,0,0,0,1,0,0
2014,2018,22.5,2,0,0,0,0,0.0,2.0,6,0,3,0,2,5,5,4.5,0,0,0,0,15,44,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.6,22.0,22.0,9.0,13.5,0.6,0.75,1.35,2,0,2.0,0,0,0,1,0,1.0,2900,-0.166,0,0.0103626943,0.015883199,0,10.333333333333334,0.0,1991,10,10,28,0,0,0,0,0,0,0,0,1,0,0
2014,2019,2.97,29,1,1,0,1,0.5,33.333333333333336,39,0,5,0,19,11,11,1.32,0,0,0,1,136,505,0.298,7,2,0,0,0,0,0,0,0,1,9,4,0,4,38,35,0.348,17.4,15.2,5.13,1.35,0.324,0.382,0.706,29,0,33.333333333333336,0,0,1,5,0,1.0,2900,0.745,0,0.0164271047,0.0323103037,0,43.66666666666667,0.0,1991,10,10,29,0,0,0,0,0,0,0,0,1,0,0
2014,2020,4.73,52,2,3,0,25,0.4,40.0,41,5,19,2,32,21,21,1.5,0,0,0,1,176,695,0.268,3,0,0,2,0,3,1,0,0,2,1,32,0,6,47,35,0.305,13.4,17.4,7.2,4.28,0.352,0.386,0.738,52,0,40.0,0,1,3,5,2,1.0,2900,0.576,0,0.0501818182,0.0824921219,0,83.66666666666667,0.0,1991,10,10,30,0,0,0,0,0,0,0,0,1,0,0
2006,2007,3.48,20,1,0,0,0,1.0,33.666666666666664,30,3,15,1,18,13,13,1.34,0,0,0,1,143,559,0.236,9,0,0,0,0,0,0,2,0,1,10,1,0,4,49,30,0.255,28.0,16.6,4.81,4.01,0.322,0.378,0.7,20,2,34.0,0,0,0,5,0,1.0,2000,0.53,0,0.0,0.0,0,33.666666666666664,0.0,1987,8,7,21,0,0,0,0,0,0,0,0,0,0,1
2006,2014,8.0,34,5,2,0,2,0.714,45.0,62,3,29,5,33,43,40,2.02,0,0,0,1,220,929,0.343,16,1,2,3,0,4,0,1,0,5,9,3,0,8,41,48,0.399,27.3,20.6,6.6,5.8,0.44,0.492,0.932,34,1,45.0,0,1,6,4,1,1.0,7000,0.115,0,0.0,0.00445571138,0,393.6666666666666,0.0,1987,8,7,28,0,0,0,0,0,0,0,0,1,0,0
2006,2015,4.38,57,4,5,0,6,0.444,90.33333333333331,90,14,28,7,85,47,44,1.31,1,1,1,1,389,1418,0.256,12,3,1,2,0,6,0,4,1,3,3,11,0,9,104,74,0.299,24.9,15.7,8.47,2.79,0.322,0.427,0.749,57,4,90.33333333333331,1,0,1,12,1,0.929,9500,1.738,0,0.00203665988,0.00649237126,0,484.0,0.0,1987,8,7,29,0,0,0,0,0,0,0,0,1,0,0
2006,2016,2.6,62,2,0,36,0,1.0,62.333333333333336,66,2,7,0,50,19,18,1.17,0,0,0,8,254,894,0.274,7,2,3,3,0,4,0,0,0,2,53,44,6,5,67,61,0.333,14.4,14.3,7.22,1.01,0.291,0.344,0.635,62,0,62.333333333333336,0,0,2,5,0,1.0,16000,2.991,0,0.212351946,0.218844317,0,546.3333333333333,0.0,1987,8,7,30,0,0,0,0,0,0,0,0,1,0,0
2006,2017,5.4,48,1,5,18,7,0.167,50.0,65,4,15,2,47,31,30,1.6,0,0,0,8,230,881,0.31,10,1,2,1,2,3,0,0,0,1,29,33,3,3,48,51,0.381,18.4,17.6,8.46,2.7,0.36,0.424,0.784,48,0,50.0,0,0,2,3,0,1.0,16000,0.513,0,0.388801262,0.607645579,0,596.3333333333333,0.0,1987,8,7,31,1,0,0,0,0,0,0,0,0,0,0
2006,2018,6.75,40,1,6,4,0,0.143,40.0,56,4,17,2,32,32,30,1.83,0,0,0,5,191,696,0.329,13,2,1,1,4,1,0,0,0,1,24,10,1,6,45,38,0.385,17.4,17.4,7.2,3.83,0.395,0.5,0.895,40,0,40.0,0,0,1,7,0,1.0,29000,-0.233,0,0.0806809771,0.688326556,0,636.3333333333333,0.0,1987,8,7,32,1,0,0,0,0,0,0,0,0,0,0
2006,2019,6.23,10,0,2,0,0,0.0,8.666666666666666,11,0,9,2,5,8,6,2.31,0,0,0,0,48,175,0.314,4,0,0,2,1,0,0,0,0,0,1,0,0,2,8,13,0.344,17.5,20.2,5.19,9.35,0.458,0.429,0.887,10,0,8.666666666666666,0,0,1,1,0,1.0,29000,-0.24,0,0.0438056126,0.732132169,0,644.9999999999999,0.0,1987,8,7,33,1,0,0,0,0,0,0,0,0,0,0
2006,2020,5.79,42,2,0,1,7,1.0,42.0,44,7,22,1,35,28,27,1.57,0,0,0,2,187,751,0.28,7,0,5,2,0,1,0,0,0,2,9,9,0,5,41,39,0.316,17.9,17.9,7.5,4.71,0.368,0.459,0.827,42,0,42.0,1,0,0,4,0,0.8,12000,0.235,0,0.0225454545,0.754677623,0,686.9999999999999,0.0,1987,8,7,34,0,0,0,0,1,0,0,0,0,0,0
1990,2002,4.46,23,7,9,0,0,0.438,109.0,95,16,58,8,75,62,54,1.4,0,0,6,0,476,1944,0.237,16,1,5,4,2,3,1,23,7,0,0,0,0,7,112,123,0.252,84.5,17.8,6.19,4.79,0.342,0.401,0.743,23,23,109.0,1,0,8,17,2,0.962,5850,0.827,0,0.0491803279,0.0491803279,0,109.0,0.0,1971,3,28,32,0,0,1,0,0,0,0,0,0,0,0
1990,2004,3.57,16,2,1,0,0,0.667,45.333333333333336,40,1,20,7,37,20,18,1.32,0,0,1,0,198,782,0.241,6,0,4,1,0,1,0,7,2,0,2,0,0,3,39,51,0.302,48.9,17.3,7.35,3.97,0.345,0.295,0.64,16,7,45.66666666666666,0,0,8,6,0,1.0,5850,1.132,0,0.0303030303,0.0794833582,0,154.33333333333334,0.0,1971,3,28,34,1,0,0,0,0,0,0,0,0,0,0
1990,2005,4.1,12,2,5,1,0,0.286,41.66666666666666,39,5,20,4,31,20,19,1.42,0,0,1,0,184,723,0.253,5,1,4,2,0,2,0,9,2,0,1,1,1,3,44,42,0.283,60.3,17.4,6.7,4.32,0.35,0.396,0.746,12,9,41.66666666666666,0,1,2,12,1,1.0,5850,0.606,0,0.14801444,0.227497798,0,196.0,0.0,1971,3,28,35,1,0,0,0,0,0,0,0,0,0,0
1990,2007,5.0,24,5,12,0,0,0.294,122.33333333333331,139,13,39,10,66,74,68,1.46,0,0,8,0,547,2045,0.288,24,1,8,8,1,0,1,24,5,0,0,0,0,8,138,147,0.307,85.2,16.7,4.86,2.87,0.349,0.423,0.772,24,24,121.66666666666669,1,0,7,22,3,0.967,10000,0.93,0,0.116941529,0.344439327,0,318.3333333333333,0.0,1971,3,28,37,0,0,0,0,0,0,1,0,0,0,0
1990,2008,3.58,37,2,4,9,3,0.333,50.333333333333336,36,6,14,1,48,20,20,0.99,0,0,0,1,196,722,0.208,11,0,4,4,4,0,0,0,0,2,23,13,2,2,43,50,0.244,19.5,14.3,8.58,2.5,0.266,0.376,0.642,37,0,50.333333333333336,0,0,3,9,0,1.0,10000,1.322,0,0.036639857,0.381079184,0,368.6666666666666,0.0,1971,3,28,38,0,0,0,0,0,0,1,0,0,0,0
1990,2012,3.98,24,1,3,9,2,0.25,20.33333333333333,19,0,6,1,20,10,9,1.23,0,0,0,3,85,336,0.253,3,1,1,2,0,0,0,0,0,1,18,14,0,0,11,27,0.333,14.0,16.5,8.85,2.66,0.31,0.32,0.63,24,0,20.33333333333333,0,0,0,0,0,0.0,10000,0.64,0,0.0497037525,0.430782937,0,389.0,0.0,1971,3,28,42,1,0,0,0,0,0,0,0,0,0,0
1990,2013,4.45,26,2,2,0,8,0.5,30.33333333333333,28,2,8,1,24,16,15,1.19,0,0,0,0,125,502,0.252,11,1,2,3,0,1,1,0,0,2,0,8,0,2,23,39,0.295,19.3,16.5,7.12,2.37,0.301,0.423,0.724,26,0,30.33333333333333,0,1,1,5,0,1.0,7000,0.695,0,0.0414424112,0.472225348,0,419.33333333333326,0.0,1971,3,28,43,1,0,0,0,0,0,0,0,0,0,0
2018,2018,0.0,1,1,0,0,0,1.0,0.3333333333333333,1,0,0,0,0,0,0,3.0,0,0,0,0,2,11,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,11.0,33.0,0.0,0.0,0.5,0.5,1.0,1,0,0.3333333333333333,0,0,0,0,0,0.0,2700,0.017,0,0.0029607698,0.0029607698,0,0.3333333333333333,0.0,1999,5,18,20,0,0,1,0,0,0,0,0,0,0,0
2002,2006,2.85,29,12,10,0,0,0.545,183.3333333333333,146,19,63,5,142,60,58,1.14,0,0,19,0,743,2914,0.223,25,0,17,2,0,3,0,29,12,0,0,0,0,14,168,202,0.256,100.5,15.9,6.97,3.09,0.295,0.348,0.643,29,29,183.3333333333333,0,0,9,32,4,1.0,2000,4.143,0,0.230103806,0.230103806,0,183.3333333333333,0.0,1983,6,9,24,0,0,0,0,0,0,0,0,0,0,1
2002,2007,3.63,30,9,10,0,0,0.474,168.66666666666666,152,16,75,3,132,80,68,1.35,0,0,13,0,719,2806,0.241,30,2,7,2,0,4,0,30,9,0,0,0,0,13,159,191,0.28,93.5,16.6,7.04,4.0,0.323,0.37,0.693,30,30,168.0,2,1,4,15,1,0.905,6000,3.222,0,0.316341829,0.546445635,0,352.0,0.0,1983,6,9,25,0,0,0,0,0,0,0,0,0,0,1
2002,2008,2.85,27,12,8,0,0,0.6,167.33333333333334,145,9,57,2,126,54,53,1.21,2,2,14,0,674,2656,0.24,26,1,6,4,1,3,1,27,12,0,2,0,0,16,150,188,0.287,98.4,15.9,6.78,3.07,0.305,0.331,0.636,27,27,167.33333333333334,1,1,8,32,2,0.976,8000,5.571,0,0.294012511,0.840458146,0,519.3333333333334,0.0,1983,6,9,26,0,0,0,0,0,0,0,0,1,0,0
2002,2009,5.54,19,4,8,0,0,0.333,91.0,108,17,31,6,60,57,56,1.53,0,0,7,0,411,1592,0.294,16,1,4,3,0,4,0,19,4,0,0,0,0,3,79,123,0.311,83.8,17.5,5.93,3.07,0.356,0.482,0.838,19,19,91.0,0,0,1,12,1,1.0,17000,1.077,0,0.237964237,1.078422383,0,610.3333333333334,0.0,1983,6,9,27,0,0,0,0,0,0,0,0,1,0,0
2002,2010,3.46,29,13,5,0,0,0.722,151.0,139,13,44,5,115,62,58,1.21,0,0,12,0,631,2441,0.244,24,2,10,3,1,3,0,28,13,0,0,0,0,7,126,192,0.284,84.2,16.2,6.85,2.62,0.303,0.362,0.665,29,28,151.0,0,0,2,24,1,1.0,17000,4.391,0,0.174942704,1.253365087,0,761.3333333333334,0.0,1983,6,9,28,0,0,0,0,0,0,0,1,0,0,0
2002,2011,4.15,25,8,8,0,0,0.5,115.0,139,13,37,0,68,58,53,1.53,0,0,9,0,509,1979,0.303,17,1,12,2,0,1,0,21,8,0,1,0,0,5,91,162,0.332,79.2,17.2,5.32,2.9,0.354,0.43,0.784,25,21,114.66666666666669,0,0,3,22,0,1.0,22500,1.843,0,0.318465656,1.571830743,0,876.3333333333334,0.0,1983,6,9,29,0,0,0,0,0,0,0,1,0,0,0
2002,2012,3.55,27,17,6,0,1,0.739,157.0,143,9,38,9,127,64,62,1.15,0,0,14,0,649,2511,0.242,19,4,5,5,1,2,0,25,16,1,0,1,0,9,136,191,0.291,93.0,16.0,7.28,2.18,0.295,0.333,0.628,27,25,157.0,0,0,5,19,1,1.0,22500,3.833,0,0.204410797,1.77624154,1,1033.3333333333337,0.0,1983,6,9,30,0,0,0,0,0,0,0,1,0,0,0
2002,2013,4.38,27,13,10,1,0,0.565,154.0,165,21,42,9,104,85,75,1.34,1,0,14,0,658,2484,0.277,17,3,9,3,2,6,1,26,13,0,2,0,0,10,139,190,0.304,92.0,16.1,6.08,2.45,0.333,0.422,0.755,27,26,154.0,2,1,7,23,0,0.938,40000,1.865,0,0.550053821,2.326295361,0,1187.3333333333337,0.0,1983,6,9,31,0,0,0,0,0,0,0,1,0,0,0
2002,2014,4.11,24,11,5,0,0,0.688,129.33333333333334,149,16,37,5,63,70,59,1.44,0,0,11,0,562,2120,0.295,33,2,6,9,0,6,0,24,11,0,0,0,0,15,140,162,0.306,88.3,16.4,4.38,2.57,0.344,0.463,0.807,24,24,129.33333333333334,2,0,5,16,1,0.913,150000,2.66,1,0.224,2.550295361,0,1316.6666666666667,0.0,1983,6,9,32,0,0,0,0,0,0,0,1,0,0,0
2002,2015,5.8,26,10,9,0,0,0.526,136.66666666666666,151,29,50,1,107,96,88,1.47,0,0,9,0,599,2396,0.281,32,2,8,2,1,3,0,25,10,0,0,0,0,9,114,168,0.302,92.2,17.5,7.05,3.29,0.342,0.509,0.851,26,25,136.66666666666666,1,0,2,14,0,0.941,150000,-0.371,0,0.154107264,2.704402625,0,1453.3333333333337,0.0,1983,6,9,33,0,0,0,0,0,0,0,1,0,0,0
2002,2016,7.01,26,5,8,0,2,0.385,78.33333333333333,114,16,23,2,53,69,61,1.75,0,0,4,1,366,1385,0.343,12,4,7,2,1,2,0,13,2,3,1,2,0,6,82,85,0.37,53.3,17.7,6.09,2.64,0.387,0.548,0.935,26,13,78.33333333333333,0,1,4,18,0,1.0,150000,-0.5,0,0.0888324873,2.793235112,0,1531.6666666666667,0.0,1983,6,9,34,0,0,0,0,0,0,0,1,0,0,0
2002,2017,5.61,49,4,5,0,6,0.444,67.33333333333333,96,8,17,5,55,48,42,1.68,0,0,1,2,310,1146,0.342,14,0,3,4,0,2,0,5,1,3,4,10,0,5,59,75,0.396,23.4,17.0,7.35,2.27,0.384,0.477,0.861,49,5,67.33333333333333,0,1,4,12,0,1.0,150000,0.334,0,0.0575709779,2.85080609,0,1599.0,0.0,1983,6,9,35,0,0,0,0,0,0,0,1,0,0,0
2002,2018,6.16,8,3,1,0,0,0.75,38.0,47,4,13,1,27,27,26,1.58,0,0,3,0,173,687,0.301,13,1,1,2,0,1,0,8,3,0,0,0,0,1,37,47,0.339,85.9,18.1,6.39,3.08,0.355,0.474,0.829,8,8,38.0,0,0,0,7,0,1.0,20000,0.178,0,0.0747594375,2.925565528,0,1637.0,0.0,1983,6,9,36,0,0,0,0,0,0,0,1,0,0,0
